Declaration Type,Declaration Date,State,Disaster Type
Disaster,5/30/1995,IL,Storm
Disaster,5/30/1995,IL,Storm
Disaster,5/30/1995,IL,Storm
Disaster,5/30/1995,IL,Storm
Disaster,5/30/1995,IL,Storm
Disaster,5/30/1995,IL,Storm
Disaster,5/30/1995,IL,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/2/1995,MO,Storm
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,KY,Tornado
Disaster,6/13/1995,TX,Storm
Disaster,6/14/1995,TN,Tornado
Disaster,6/14/1995,TN,Tornado
Disaster,6/14/1995,TN,Tornado
Disaster,6/14/1995,TN,Tornado
Disaster,6/14/1995,TN,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,6/26/1995,OK,Tornado
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/1/1995,VA,Storm
Disaster,7/12/1995,WV,Storm
Disaster,7/12/1995,WV,Storm
Disaster,7/12/1995,WV,Storm
Disaster,8/3/1995,OR,Flood
Emergency,8/3/1995,FL,Hurricane
Disaster,8/10/1995,FL,Hurricane
Disaster,8/10/1995,FL,Hurricane
Disaster,8/10/1995,FL,Hurricane
Disaster,8/10/1995,FL,Hurricane
Disaster,8/10/1995,FL,Hurricane
Disaster,8/10/1995,FL,Hurricane
Disaster,8/16/1995,VT,Storm
Disaster,8/16/1995,VT,Storm
Disaster,8/16/1995,VT,Storm
Disaster,8/16/1995,VT,Storm
Disaster,8/16/1995,VT,Storm
Disaster,8/16/1995,VT,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/18/1995,MN,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,8/25/1995,OH,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,9/1/1995,OK,Storm
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,FL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/4/1995,AL,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/10/1995,GA,Hurricane
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/23/1995,NC,Flood
Disaster,10/27/1995,FL,Flood
Disaster,10/27/1995,FL,Flood
Disaster,10/27/1995,FL,Flood
Disaster,12/20/1995,GA,Storm
Disaster,1/3/1996,NH,Flood
Disaster,1/3/1996,NH,Flood
Disaster,1/3/1996,NH,Flood
Disaster,1/3/1996,NH,Flood
Disaster,1/3/1996,NH,Flood
Disaster,1/3/1996,NH,Flood
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/3/1996,WA,Storm
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,SD,Snow
Disaster,1/5/1996,MN,Snow
Disaster,1/5/1996,MN,Snow
Disaster,1/5/1996,MN,Snow
Disaster,1/5/1996,MN,Snow
Disaster,1/11/1996,DC,Storm
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/11/1996,MD,Snow
Disaster,1/12/1996,DE,Snow
Disaster,1/12/1996,DE,Snow
Disaster,1/12/1996,DE,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/12/1996,NY,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,WV,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,PA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,VA,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
Disaster,1/13/1996,NC,Snow
